"","Date","MAPE","RMSE","peak","peak_pred"
"196",2017-07-15,5.18505404918721,1018.19000273306,"16","17"
"197",2017-07-16,4.85067863467461,858.174215507117,"17","16"
"198",2017-07-17,3.02769739423679,561.988713829301,"16","16"
"199",2017-07-18,2.60658097676246,505.850065381001,"16","17"
"200",2017-07-19,2.192831713095,413.70424156803,"16","16"
"201",2017-07-20,2.35092070217338,487.64579099065,"16","17"
"202",2017-07-21,2.37206810745368,459.466725573032,"17","17"
"203",2017-07-22,2.6338798348894,439.654648559933,"17","17"
"204",2017-07-23,2.00547185357672,339.95843120903,"17","17"
"205",2017-07-24,2.13885082323612,398.901686595961,"15","17"
"206",2017-07-25,3.34388235445695,553.809244028114,"17","16"
"207",2017-07-26,2.5978403308487,522.205487359219,"16","16"
"208",2017-07-27,2.75177112680321,566.213487888317,"16","16"
"209",2017-07-28,1.17400984416265,225.974569362249,"16","16"
"210",2017-07-29,4.29094889066445,650.436093758763,"16","17"
"211",2017-07-30,3.4881344100361,576.327765449659,"17","17"
"212",2017-07-31,3.11572880416493,519.203902174577,"17","16"
"213",2017-08-01,3.09454851958264,541.43755118767,"15","16"
"214",2017-08-02,6.42024509401267,1175.19335039002,"15","16"
"215",2017-08-03,1.93499395296767,433.906034627017,"15","15"
"216",2017-08-04,3.58387949275466,794.013283028832,"16","16"
"217",2017-08-05,1.89748626998767,333.738397714815,"16","16"
"218",2017-08-06,2.87817832620604,495.63295779511,"17","18"
"219",2017-08-07,2.54574476313823,455.271165104546,"16 17","16"
"220",2017-08-08,1.16271901810157,219.957375946913,"16","16"
"221",2017-08-09,2.84294734547171,525.021409867955,"17","16"
"222",2017-08-10,2.74269304855574,498.776161692978,"16","16"
"223",2017-08-11,2.45637347378066,452.780697612056,"16","17"
"224",2017-08-12,6.30547376503154,1258.26436707453,"17","16"
"225",2017-08-13,2.77274735733712,532.514229285704,"17","16"
"226",2017-08-14,2.83332697520262,464.664933601026,"16","17"
"227",2017-08-15,3.81631385827393,596.4988537199,"17","17"
"228",2017-08-16,3.40865325455714,502.804017772071,"17","17"
"229",2017-08-17,3.29059589825309,504.381260529929,"16","16"
"230",2017-08-18,3.24213647988076,633.053904244682,"16","16"
"231",2017-08-19,3.16510478105023,512.634292247766,"17","16"
"232",2017-08-20,1.86173408882337,254.453978729288,"17","18"
"233",2017-08-21,1.53410610768938,269.70137512018,"17","17"
"234",2017-08-22,3.77148590853033,714.269606758972,"16","17"
"235",2017-08-23,2.08059454693922,313.875203440248,"16","17"
"236",2017-08-24,2.57787917373112,436.730250597403,"16","16"
"237",2017-08-25,2.63014737968524,383.961508161059,"16","16"
"238",2017-08-26,6.24466913127204,1069.28038405383,"17","17"
"239",2017-08-27,5.99315493175366,937.325115251477,"17","17"
"240",2017-08-28,5.51608687500733,1125.57691762408,"16","17"
"241",2017-08-29,5.35347683171382,1174.2051063801,"16","16"
"242",2017-08-30,5.06917369973088,1222.70157754839,"16","16"
"243",2017-08-31,3.00919959114894,644.359415714731,"15","16"
"244",2017-09-01,3.13693196764841,816.535049026004,"15","16"
"245",2017-09-02,2.39204760465665,456.266136038141,"16","15"
"246",2017-09-03,6.13558734376419,1095.20722201146,"14","15"
"247",2017-09-04,4.90234464819354,865.707310224317,"14","15"
"248",2017-09-05,6.73797719538503,1235.64413610718,"16","16"
"249",2017-09-06,3.69034587063016,772.320556745531,"16","16"
"250",2017-09-07,4.38770607380092,726.315511411957,"16","16"
"251",2017-09-08,2.1868803502453,367.454461842163,"16","16"
"252",2017-09-09,2.62808067853552,448.527629154839,"17","16"
