"","Date","MAPE","RMSE","peak","peak_pred"
"131",2018-05-11,3.10195007057755,386.6655850123,"21","21"
"132",2018-05-12,2.86594611762406,395.071902586569,"21","21"
"133",2018-05-13,3.28548545897223,441.17131787235,"21","21"
"134",2018-05-14,2.33717673559434,291.12778854985,"21","21"
"135",2018-05-15,2.32185372488512,327.114153529216,"21","20"
"136",2018-05-16,1.56310803608114,216.931250098565,"21","21"
"137",2018-05-17,1.05261267956519,141.837769046955,"21","21"
"138",2018-05-18,1.82811769260818,257.514298451908,"21","21"
"139",2018-05-19,3.72104919090715,520.198882312327,"21","21"
"140",2018-05-20,3.07092845196297,486.113328835587,"21","21"
"141",2018-05-21,1.93110675885059,240.032425159571,"21","21"
"142",2018-05-22,1.83483816473797,242.072057349404,"21","21"
"143",2018-05-23,1.24407581873064,168.961034330419,"21","21"
"144",2018-05-24,1.2172330647807,192.506378185102,"21","21"
"145",2018-05-25,1.90653889594109,249.817938688165,"21","21"
"146",2018-05-26,2.86852567435206,325.693301748853,"21","21"
"147",2018-05-27,5.20630165533616,607.403541793839,"21","21"
"148",2018-05-28,6.80276006793051,905.996649767801,"21","21"
"149",2018-05-29,3.85258594804897,615.900446059922,"17","20"
"150",2018-05-30,4.07632582561536,469.314426410177,"21","21"
"151",2018-05-31,3.01869331876852,420.154734199765,"21","21"
"152",2018-06-01,2.90222754829403,404.313652283071,"21","18"
"153",2018-06-02,3.19014962321328,415.54320513005,"19","19"
"154",2018-06-03,5.04016969624865,698.867329763879,"19","20"
"155",2018-06-04,2.88138821307801,469.612468927615,"18","19"
"156",2018-06-05,2.46830356036721,317.976377197966,"18","19"
"157",2018-06-06,3.06432425066671,498.619249255081,"18","17"
"158",2018-06-07,2.01512689876788,311.505175139393,"19","18"
"159",2018-06-08,3.51726517342038,528.890573906968,"18","18"
"160",2018-06-09,6.90296228991011,884.450873715932,"18","18"
"161",2018-06-10,3.36980646055657,501.093663924107,"19","20"
"162",2018-06-11,6.81175244382547,1069.22953414691,"18","18"
"163",2018-06-12,3.17100239451847,497.939161866994,"17","17"
"164",2018-06-13,2.05551943219819,324.819898169007,"18","17"
"165",2018-06-14,3.13630712321585,587.64211707837,"17","17"
"166",2018-06-15,4.39831521568643,794.926244936519,"16 17","16"
"167",2018-06-16,5.73136686023719,863.941826490603,"0","19"
"168",2018-06-17,11.3707565045011,1474.24565177196,"21","17"
"169",2018-06-18,4.70624734786949,578.562224469311,"21","21"
"170",2018-06-19,5.16173810840555,712.252154364338,"18","17"
"171",2018-06-20,4.31582322476529,712.111495242005,"18","17"
"172",2018-06-21,1.90364062309437,309.04931047028,"18","17"
"173",2018-06-22,2.37739324531876,492.995264606108,"18","17"
"174",2018-06-23,4.11603723019789,605.989316595294,"18 19","18"
"175",2018-06-24,4.31762040772951,774.595022646654,"19","18"
"176",2018-06-25,2.98180138576003,419.006615194964,"18","18"
"177",2018-06-26,4.25968041100708,733.751115645184,"18","19"
"178",2018-06-27,2.89349185612674,459.819008052312,"18","18"
"179",2018-06-28,1.57054137624141,244.46547038642,"18","17"
"180",2018-06-29,1.47987677587501,232.325101053003,"18","17"
"181",2018-06-30,1.54003985514383,243.138264779103,"18","18"
"182",2018-07-01,3.03467986037261,432.48879576153,"19","18"
"183",2018-07-02,4.52126742626942,620.883022254088,"18","17"
"184",2018-07-03,3.35052790895522,464.56039226314,"18","17"
"185",2018-07-04,10.4368914159326,1806.4245548017,"18","17"
"186",2018-07-05,5.46442509605195,785.369885146319,"17","17"
"187",2018-07-06,19.7276278266642,4041.13430693782,"16","18"
"188",2018-07-07,9.67642451166516,1766.28503657533,"15","18"
"189",2018-07-08,3.51987780981239,830.014373183603,"16","18"
"190",2018-07-09,4.84933780758196,889.719341818879,"15","17"
"191",2018-07-10,2.79916468496454,586.027276439804,"16","15"
"192",2018-07-11,3.42332420154181,760.677338253667,"16","17"
"193",2018-07-12,1.65505067691223,327.159849463444,"16","16"
"194",2018-07-13,1.91161664147153,398.597845036286,"16","17"
"195",2018-07-14,2.40260417374236,429.891489114929,"17","17"
"196",2018-07-15,1.49969654524438,294.563307570118,"17","17"
"197",2018-07-16,2.75243563267682,502.918691454483,"16","16"
"198",2018-07-17,2.80106855655515,466.875280365752,"16","16"
"199",2018-07-18,1.83147317868021,414.283415728626,"16","17"
"200",2018-07-19,1.93325219231879,437.106707499034,"16","16"
"201",2018-07-20,4.42878658595741,757.148329510236,"16","16"
"202",2018-07-21,1.84669780106853,337.825376993949,"17","17"
"203",2018-07-22,3.93357290303744,627.274897084833,"17","17"
"204",2018-07-23,5.04868857921153,995.038682495162,"16","17"
"205",2018-07-24,4.82341179298006,1059.10152570031,"16","17"
"206",2018-07-25,5.23482314406687,1044.14687501241,"16","16"
"207",2018-07-26,2.42612842222496,534.202873464712,"16","16"
"208",2018-07-27,3.01682858500102,588.152669149066,"16","16"
"209",2018-07-28,2.11022108961136,367.771289264739,"16","18"
"210",2018-07-29,4.96801635536421,852.413542491498,"16","17"
"211",2018-07-30,3.75740189637717,708.950092509536,"16","16"
"212",2018-07-31,2.80811026215449,640.966598281316,"16","16"
"213",2018-08-01,3.81522141666716,737.119602757264,"16","16"
"214",2018-08-02,1.33878910314945,267.063882757354,"16","17"
"215",2018-08-03,2.22173060094353,466.019211005499,"16","16"
"216",2018-08-04,1.56256408921896,276.298693736103,"16","16"
"217",2018-08-05,2.53597564625028,431.391277538938,"17","18"
"218",2018-08-06,3.21992770334604,704.877856389407,"16","17"
"219",2018-08-07,2.49519890735743,644.134908907548,"16","16"
"220",2018-08-08,3.62903605898508,843.975402714755,"16","15"
"221",2018-08-09,2.93661590134271,646.814724012694,"15","16"
"222",2018-08-10,1.93751941872079,410.820689432223,"15","16"
"223",2018-08-11,3.3138646128563,660.323843095848,"16","16"
"224",2018-08-12,5.37489986964206,870.354012706441,"16","18"
"225",2018-08-13,2.91317439161334,597.135607453388,"16","16"
"226",2018-08-14,2.22956166681802,466.716669037267,"16","17"
"227",2018-08-15,4.64641370058716,893.800641506921,"16","16"
"228",2018-08-16,2.94008842690385,596.523889087357,"16","16"
"229",2018-08-17,3.80228996731689,765.514822654699,"16","16"
"230",2018-08-18,3.08680040847987,523.900993985583,"16","17"
"231",2018-08-19,4.01634600803393,825.973163078945,"17","17"
"232",2018-08-20,2.4088912796586,466.791675923827,"16","16"
"233",2018-08-21,1.54220343015443,320.607665543559,"16","16"
"234",2018-08-22,2.08470126124182,370.32429855918,"16","15"
"235",2018-08-23,2.0558044331792,383.93829287506,"16","16"
"236",2018-08-24,3.10209851434433,565.366619401766,"16","16"
"237",2018-08-25,4.99621297234874,896.172000981465,"16","17"
"238",2018-08-26,6.61439428550695,984.574422295696,"17","17"
"239",2018-08-27,3.80477551762612,624.693725089948,"16","17"
"240",2018-08-28,3.73797526121367,566.696293888019,"16","17"
"241",2018-08-29,2.90993666740111,458.862865805794,"17","16"
"242",2018-08-30,2.20947363606103,372.122185860465,"16","16"
"243",2018-08-31,3.70882863292295,589.130598994034,"16","16"
"244",2018-09-01,2.54601998248834,416.493768061294,"17","16"
"245",2018-09-02,2.1262073254966,349.215583435414,"17","16"
"246",2018-09-03,2.24834013145769,322.625787659391,"17","16"
"247",2018-09-04,4.15366090632873,771.561990685928,"16","17"
"248",2018-09-05,2.40962446553604,393.762302469306,"16","16"
"249",2018-09-06,3.47573947683939,604.590602356516,"16","16"
"250",2018-09-07,2.74433138126799,503.963218085861,"16","16"
"251",2018-09-08,2.661868197016,562.435128400616,"16","16"
"252",2018-09-09,2.90000055987994,570.422995211446,"16","17"
"253",2018-09-10,3.50453771231638,563.451310007491,"16","17"
"254",2018-09-11,2.34955103660389,413.304553573795,"16","16"
"255",2018-09-12,2.14029133935676,377.720407540703,"16","16"
"256",2018-09-13,2.31472021068655,367.974888875661,"16","16"
"257",2018-09-14,2.56347384052301,446.209583877875,"16","16"
"258",2018-09-15,2.87189063259739,428.632484341997,"17","17"
"259",2018-09-16,1.93619075880315,301.956298206817,"17","16"
"260",2018-09-17,2.46136983066099,379.408404458762,"16","16"
"261",2018-09-18,3.64067542453628,550.63999635437,"16","17"
"262",2018-09-19,3.38680195817865,588.966531457292,"16","17"
"263",2018-09-20,2.86674064838988,458.521296463845,"16","17"
"264",2018-09-21,4.30897502042144,682.203567676666,"16","16"
"265",2018-09-22,3.60233484308054,519.687134205082,"16","16"
"266",2018-09-23,2.53184016422597,367.025683272632,"16","16"
"267",2018-09-24,3.06397805288075,473.78437646528,"16","16"
"268",2018-09-25,2.14472766525755,290.801919331668,"19","16"
"269",2018-09-26,2.70221294479866,464.403715394409,"16","16"
"270",2018-09-27,3.99611474215202,733.84587714331,"15","17"
"271",2018-09-28,3.98159822729066,546.519053309101,"16","16"
"272",2018-09-29,2.43833852036368,420.514706883449,"16","16"
"273",2018-09-30,2.89862274388061,388.700090693699,"16","16"
"274",2018-10-01,9.71187691664427,1700.6537130662,"16","16"
"275",2018-10-02,4.60566738084911,818.708448380089,"15","19"
"276",2018-10-03,2.63999721091536,413.127338428434,"19","17"
"277",2018-10-04,1.69496926384098,240.220890899731,"19","16"
"278",2018-10-05,2.18356422715986,317.652941291473,"16","19"
"279",2018-10-06,5.61873571904526,751.20779831962,"19","19"
"280",2018-10-07,5.13023654309731,623.031686718953,"19","19"
"281",2018-10-08,2.19671896224697,284.623393579283,"19","19"
"282",2018-10-09,1.83906125130854,263.448632561423,"19","20"
"283",2018-10-10,1.78087157343937,252.108852633658,"19","19"
"284",2018-10-11,1.93924048198175,271.734430668156,"19","19"
"285",2018-10-12,1.68294945658603,226.451660051118,"16","16"
"286",2018-10-13,4.11022031522565,541.060301683179,"19","19"
"287",2018-10-14,3.22044723879649,435.3383592995,"19","20"
"288",2018-10-15,6.97592972213232,873.492764937353,"19","19"
"289",2018-10-16,5.27859538067635,641.799283046699,"19","19"
"290",2018-10-17,3.69860084033469,460.531764024434,"19","19"
"291",2018-10-18,2.79547205428472,335.264766356024,"18","19"
"292",2018-10-19,2.38186734758817,354.784407513462,"16","19"
"293",2018-10-20,3.23581249582471,539.80787647865,"18","19"
"294",2018-10-21,2.49212405832715,290.602960332592,"19","18"
"295",2018-10-22,2.32171252821521,288.584893166586,"18","19"
"296",2018-10-23,2.67358707208151,377.216113945805,"18","17"
"297",2018-10-24,2.86109045449214,372.62670044672,"18","18"
"298",2018-10-25,2.95523085036552,373.903785116988,"18","18"
"299",2018-10-26,4.30382070081809,636.596331231519,"16","18"
"300",2018-10-27,2.62496421536712,426.416787164024,"18","16"
"301",2018-10-28,1.66835983746236,260.916815376114,"18","19"
"302",2018-10-29,1.45695270292478,183.997595199489,"18","18"
"303",2018-10-30,2.00956693117076,259.218402592942,"18","18"
"304",2018-10-31,1.95745782273287,242.619620059925,"18","18"
"305",2018-11-01,1.54261170482294,204.3110769781,"18","19"
"306",2018-11-02,1.43193583419252,183.041936637344,"16","17"
"307",2018-11-03,1.75152426494015,250.212594562867,"18","18"
"308",2018-11-04,2.5476266784245,344.743470641481,"17","19"
"309",2018-11-05,1.89664279349367,253.360745521019,"17","18"
"310",2018-11-06,2.08907838921835,249.164613298209,"17","18"
"311",2018-11-07,1.59778195489687,218.509352657797,"17","17"
"312",2018-11-08,3.25962786142774,402.565570157945,"17","17"
"313",2018-11-09,3.70515668187618,455.661314809166,"17","18"
"314",2018-11-10,2.75044845729943,396.270703540167,"17","19"
"315",2018-11-11,4.61348546561884,575.31357016445,"18","18"
"316",2018-11-12,1.28482801585255,163.213208768483,"17","17"
"317",2018-11-13,1.35215132112191,181.327663407182,"17","17"
"318",2018-11-14,2.10348484030775,262.076945065434,"17","17"
"319",2018-11-15,1.25403428819051,171.46317917538,"17","17"
"320",2018-11-16,3.2171658543349,379.475704451651,"17","17"
"321",2018-11-17,1.51215203469649,173.301425780802,"17","17"
"322",2018-11-18,1.4162869845284,156.847427947513,"17","17"
"323",2018-11-19,2.46399903573607,309.155439780987,"17","18"
"324",2018-11-20,1.16520517890846,150.387914418845,"17","17"
"325",2018-11-21,2.37153227579963,338.76725942503,"17","17"
"326",2018-11-22,9.87826358199756,1145.25221400616,"17","17"
"327",2018-11-23,10.3683516321201,1169.58854036568,"17","17"
"328",2018-11-24,3.92770105206607,458.069372339312,"18","18"
"329",2018-11-25,3.35447814666687,340.604352009587,"18","19"
"330",2018-11-26,2.13164437956095,314.177808307371,"17","18"
"331",2018-11-27,1.26489866037023,164.429182091004,"17","17"
"332",2018-11-28,1.60351004090268,269.335905971785,"17","17"
"333",2018-11-29,4.5069580166055,591.21000492123,"17","17"
"334",2018-11-30,1.31946588303047,173.877148015886,"17","17"
"335",2018-12-01,2.73490613298939,332.084572570518,"17","17"
"336",2018-12-02,2.38501363637146,289.850112547176,"18","19"
"337",2018-12-03,2.1482010879191,315.007226073559,"18","18"
"338",2018-12-04,1.70875692047756,218.409734697991,"18","17"
"339",2018-12-05,3.36934014385705,444.334234963831,"17","18"
"340",2018-12-06,4.60765276855286,623.937777752368,"17","18"
"341",2018-12-07,2.80307259415966,392.173463824163,"17","17"
"342",2018-12-08,3.17473525726047,408.567187050541,"18","18"
"343",2018-12-09,3.04080920726359,308.145499558645,"18","19"
"344",2018-12-10,2.41708773153272,298.105844598185,"18","17"
"345",2018-12-11,2.02903611339157,292.792002827978,"18","18"
"346",2018-12-12,2.64497986809905,441.995694317422,"18","18"
"347",2018-12-13,2.23368022643461,337.399848777264,"17","18"
"348",2018-12-14,3.30273715899743,466.785135330222,"17","17"
"349",2018-12-15,1.38667376808421,155.313220823935,"18","18"
"350",2018-12-16,1.12215956370659,127.768130377941,"18","18"
"351",2018-12-17,2.33884290976676,280.814188789083,"18","18"
"352",2018-12-18,1.88346326179115,245.701857968524,"18","18"
"353",2018-12-19,1.83511838096112,268.040638826162,"18","17"
"354",2018-12-20,1.70189441843578,230.011070346535,"17","17"
"355",2018-12-21,2.70294031301049,335.505250846609,"18","17"
"356",2018-12-22,1.38485572467896,154.248219295595,"18","17"
"357",2018-12-23,3.35140450225856,713.957678543046,"18","18"
"358",2018-12-24,8.44877862152046,965.731371830803,"17","18"
"359",2018-12-25,10.7783265450432,1247.45816221853,"18","18"
"360",2018-12-26,3.1076134396416,372.557602030157,"18","18"
"361",2018-12-27,2.53997487854315,368.335989944976,"18","18"
"362",2018-12-28,4.3296833960507,491.304911484015,"18","17"
"363",2018-12-29,3.14467603488476,360.414837793408,"18","18"
"364",2018-12-30,3.63422839936599,424.416038495761,"18","18"
"365",2018-12-31,5.14183964539698,612.439711802993,"17","18"
